ImageNumber	ObjectNumber	Metadata_Cortex_region	Metadata_Cortex_region	Metadata_FileLocation	Metadata_Frame	Metadata_Iteration	Metadata_Layer	Metadata_Layer	Metadata_Pt_type	Metadata_Pt_type	Metadata_Sample_number	Metadata_Sample_number	Metadata_Series	FileName_Microglia_impression_for_MoBIE	FileName_Pre_IBA1	FileName_ROI_Mask	FileName_ROI_MaskForMobie	PathName_Microglia_impression_for_MoBIE	PathName_Pre_IBA1	PathName_ROI_Mask	PathName_ROI_MaskForMobie	Location_Center_X	Location_Center_Y	Number_Object_Number	Parent_Microglia_total
51	3	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	936.3711911357341	225.06648199445982	3	3
51	4	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	535.483870967742	299.53310696095076	4	4
51	5	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	845.4824797843665	304.72506738544473	5	5
51	6	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	277.42671480144406	476.7797833935018	6	6
51	7	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	321.08849557522126	494.21017699115043	7	7
51	8	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	169.49217391304347	531.7286956521739	8	8
51	9	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	145.4581673306773	639.042828685259	9	9
51	10	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1481.6822810590631	627.9735234215885	10	10
51	11	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1261.9632653061224	686.7869387755102	11	11
51	12	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1179.684699915469	713.3381234150465	12	12
51	13	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	411.3326959847036	728.2982791586998	13	13
51	14	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1227.7962577962578	778.3762993762994	14	14
51	15	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1242.2628336755647	837.5256673511294	15	15
51	16	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	319.00738552437224	831.0324963072378	16	16
51	17	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1127.5842375785267	891.5990862364363	17	17
51	18	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1374.2211143695015	898.4304985337243	18	18
51	19	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	95.04935064935064	914.5558441558442	19	19
51	20	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	281.07091172214183	922.6324167872648	20	20
51	21	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	156.05256869772998	1026.241935483871	21	21
51	22	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1278.5510204081634	1073.045112781955	22	22
51	23	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	805.0778364116095	1074.8021108179419	23	23
51	24	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1579.6467780429593	1120.3317422434368	24	24
51	25	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1526.6654275092937	1153.943824865758	25	25
51	26	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	529.6612576064908	1171.0993914807302	26	26
51	27	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	120.63116883116884	1202.287012987013	27	27
51	28	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1140.685960591133	1226.6120689655172	28	28
51	29	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	337.5762711864407	1239.6796610169492	29	29
51	30	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1587.1385630498535	1276.7800586510264	30	30
51	31	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1253.3159795365634	1300.2446584411675	31	31
51	32	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1432.9462365591398	1301.1935483870968	32	32
51	33	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	908.8162839248434	1414.5657620041754	33	33
51	34	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1560.536231884058	1393.5010351966873	34	34
51	35	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	874.8842105263158	1411.0526315789473	35	35
51	36	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1181.7238855622088	1433.5309381237525	36	36
51	37	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	910.839243498818	1754.4964539007092	37	37
51	38	OC	OC	nan	0	1	1	1	AD	AD	16	16	0	iba1-AD16OCL1.1-normalized_total_label.tiff	iba1-AD16OCL1.1-normalized.tif	mask-AD16OCL1.1.tif	mask-AD16OCL1.1.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1078.376199616123	1796.0499040307102	38	38
52	1	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	964.732060566162	53.93153390388414	1	1
52	2	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1292.5714285714287	92.66059443911793	2	2
52	3	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1421.1281767955802	190.23867403314918	3	3
52	4	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	931.8869346733668	220.33668341708542	4	4
52	5	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1537.4887578326575	288.72687062292664	5	5
52	6	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1163.9126344086021	273.4448924731183	6	6
52	7	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1077.780172413793	269.4362068965517	7	7
52	8	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	1417.8472344161546	279.13608428446	8	8
52	9	OC	OC	nan	0	2	1	1	AD	AD	16	16	0	iba1-AD16OCL1.2-normalized_total_label.tiff	iba1-AD16OCL1.2-normalized.tif	mask-AD16OCL1.2.tif	mask-AD16OCL1.2.tiff	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks	D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia	688.6588720770288	290.9862448418157	9	9
