Channel_Pre_IBA1,Channel_ROI_Mask,Count_Filtered_Microglia_Soma,Count_Masked_Microglia,Count_Microglia_soma,Count_Microglia_total,ExecutionTime_01Images,ExecutionTime_02Metadata,ExecutionTime_03NamesAndTypes,ExecutionTime_04Groups,ExecutionTime_05MaskImage,ExecutionTime_06EnhanceOrSuppressFeatures,ExecutionTime_07IdentifyPrimaryObjects,ExecutionTime_08EnhanceOrSuppressFeatures,ExecutionTime_09IdentifySecondaryObjects,ExecutionTime_10OverlayObjects,ExecutionTime_11MaskObjects,ExecutionTime_12ConvertObjectsToImage,ExecutionTime_13ConvertObjectsToImage,ExecutionTime_14SaveImages,ExecutionTime_15SaveCroppedObjects,ExecutionTime_16MeasureObjectSizeShape,ExecutionTime_17MeasureTexture,ExecutionTime_18MeasureObjectSkeleton,ExecutionTime_19MeasureObjectNeighbors,ExecutionTime_20ImageMath,ExecutionTime_21SaveImages,FileName_Microglia_impression_for_MoBIE,FileName_Pre_IBA1,FileName_ROI_Mask,FileName_ROI_MaskForMobie,Frame_Pre_IBA1,Frame_ROI_Mask,Group_Index,Group_Length,Group_Number,Height_Pre_IBA1,Height_ROI_Mask,ImageNumber,ImageSet_ImageSet,MD5Digest_Pre_IBA1,MD5Digest_ROI_Mask,Metadata_Cortex_region,Metadata_FileLocation,Metadata_Frame,Metadata_Iteration,Metadata_Layer,Metadata_Pt_type,Metadata_Sample_number,Metadata_Series,ModuleError_01Images,ModuleError_02Metadata,ModuleError_03NamesAndTypes,ModuleError_04Groups,ModuleError_05MaskImage,ModuleError_06EnhanceOrSuppressFeatures,ModuleError_07IdentifyPrimaryObjects,ModuleError_08EnhanceOrSuppressFeatures,ModuleError_09IdentifySecondaryObjects,ModuleError_10OverlayObjects,ModuleError_11MaskObjects,ModuleError_12ConvertObjectsToImage,ModuleError_13ConvertObjectsToImage,ModuleError_14SaveImages,ModuleError_15SaveCroppedObjects,ModuleError_16MeasureObjectSizeShape,ModuleError_17MeasureTexture,ModuleError_18MeasureObjectSkeleton,ModuleError_19MeasureObjectNeighbors,ModuleError_20ImageMath,ModuleError_21SaveImages,PathName_Microglia_impression_for_MoBIE,PathName_Pre_IBA1,PathName_ROI_Mask,PathName_ROI_MaskForMobie,ProcessingStatus,Scaling_Pre_IBA1,Scaling_ROI_Mask,Series_Pre_IBA1,Series_ROI_Mask,Threshold_FinalThreshold_Microglia_soma,Threshold_FinalThreshold_Microglia_total,Threshold_OrigThreshold_Microglia_soma,Threshold_OrigThreshold_Microglia_total,Threshold_SumOfEntropies_Microglia_soma,Threshold_SumOfEntropies_Microglia_total,Threshold_WeightedVariance_Microglia_soma,Threshold_WeightedVariance_Microglia_total,URL_Microglia_impression_for_MoBIE,URL_Pre_IBA1,URL_ROI_Mask,URL_ROI_MaskForMobie,Width_Pre_IBA1,Width_ROI_Mask
-1,-1,43.0,43.0,45.0,43.0,0.0,0.0,0.46875,0.0,0.3125,0.828125,3.171875,0.953125,3.25,0.703125,0.46875,0.0,0.078125,0.09375,1.015625,12.609375,0.71875,1.375,3.8125,0.0,0.0625,iba1-AD14OCL1.3-normalized_total_label.tiff,iba1-AD14OCL1.3-normalized.tif,mask-AD14OCL1.3.tif,mask-AD14OCL1.3.tiff,0,0,3,3,19,1949,1949,46,b'eLviV2ioGy0gB7qABLYHTPzBmXW0fKRHQxga2FQKYVBCtwMAdPECCA==',8f7f732bae7f42fbee29342720293e65,b36fe9d2cd671711c35eea409cbeaf93,OC,nan,0,3,1,AD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.039502817392349246,0.0026177391037344932,0.09875704,0.014542995,-12.393926974459216,-13.501351634012856,0.9330207578708618,0.3239786723097919,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL1.3-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL1.3-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD14OCL1.3.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD14OCL1.3.tiff,1650,1650
-1,-1,49.0,49.0,49.0,49.0,0.0,0.0,0.25,0.0,0.125,0.8125,1.96875,0.671875,2.28125,0.625,0.28125,0.03125,0.03125,0.0,0.890625,12.625,0.828125,2.53125,4.234375,0.03125,0.03125,iba1-AD14OCL2.1-normalized_total_label.tiff,iba1-AD14OCL2.1-normalized.tif,mask-AD14OCL2.1.tif,mask-AD14OCL2.1.tiff,0,0,1,2,20,1914,1914,47,b'eLviV2ioGy0gB7qABLYHTIBRYTTaEKZPQxga2FQKYVBCtwMAcu4CBg==',7cdffa9565d8a7fa5bcb98722b50fc93,22e8c179aa788ff9e761727417e100f1,OC,nan,0,1,2,AD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.04727304577827454,0.0018912207148969174,0.118182614,0.010506782,-12.274113589123168,-13.635780677498804,0.7408105026646494,0.449776142221465,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL2.1-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL2.1-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD14OCL2.1.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD14OCL2.1.tiff,1650,1650
-1,-1,14.0,14.0,14.0,14.0,0.0,0.0,0.359375,0.0,0.140625,0.78125,1.96875,0.40625,2.390625,0.53125,0.21875,0.03125,0.015625,0.0625,0.28125,13.921875,0.484375,1.9375,2.296875,0.0,0.03125,iba1-AD14OCL2.3-normalized_total_label.tiff,iba1-AD14OCL2.3-normalized.tif,mask-AD14OCL2.3.tif,mask-AD14OCL2.3.tiff,0,0,2,2,20,1949,1949,48,b'eLviV2ioGy0gB7qABLYHTIBRYaRnPFo+0qMhDA1sKoUwKKHbAQB2/AIK',2d33a82499c76048d59298a8c6adeb1d,39e25e1b8fdde4567a82466e83700c56,OC,nan,0,3,2,AD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.06600652933120728,0.00213727667927742,0.16501632,0.011873759,-12.123145343387359,-13.67707205388036,0.7702885301842552,0.4822894381409327,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL2.3-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL2.3-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD14OCL2.3.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD14OCL2.3.tiff,1650,1650
-1,-1,19.0,19.0,20.0,19.0,0.0,0.0,0.1875,0.0,0.171875,0.6875,1.78125,0.53125,2.328125,0.4375,0.390625,0.015625,0.03125,0.078125,0.34375,16.484375,0.734375,1.734375,2.46875,0.03125,0.0625,iba1-AD14OCL3.1-normalized_total_label.tiff,iba1-AD14OCL3.1-normalized.tif,mask-AD14OCL3.1.tif,mask-AD14OCL3.1.tiff,0,0,1,2,21,1915,1915,49,b'eLviV2ioGy0gB7qABLYHTCDJa7R8pEdDGBrYVAphUEK3AwB0+QII',eab9ec94907bf9d3e4a8191573497209,d1491891bb5850e405d5e44aa45ed31f,OC,nan,0,1,3,AD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.044482076168060304,0.0022656233981251717,0.11120519,0.012586797,-12.396899002964812,-13.537210298508496,0.9725204724682637,0.3878646119937935,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL3.1-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL3.1-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD14OCL3.1.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD14OCL3.1.tiff,1650,1650
-1,-1,11.0,11.0,12.0,11.0,0.0,0.0,0.34375,0.0,0.078125,0.796875,2.078125,0.484375,2.125,0.5625,0.265625,0.0,0.046875,0.046875,0.28125,13.359375,0.453125,1.9375,1.984375,0.0,0.140625,iba1-AD14OCL3.2-normalized_total_label.tiff,iba1-AD14OCL3.2-normalized.tif,mask-AD14OCL3.2.tif,mask-AD14OCL3.2.tiff,0,0,2,2,21,1949,1949,50,b'eLviV2ioGy0gB7qABLYHTPxHy0e6NYShgU2lEAYldDsAdwACCg==',39108916482fa83b7b6ef1a221528c20,3cc27499fb891bc0b52dc6761b70f5f8,OC,nan,0,2,3,AD,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.061165380477905276,0.00214563125744462,0.15291345,0.011920174,-12.28833061798781,-13.623784897515996,0.8179088810393363,0.4619427915746116,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL3.2-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD14OCL3.2-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD14OCL3.2.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD14OCL3.2.tiff,1650,1650
-1,-1,38.0,38.0,43.0,38.0,0.0,0.0,0.15625,0.0,0.078125,0.703125,2.25,0.625,2.34375,0.59375,0.3125,0.03125,0.0,0.109375,0.84375,16.4375,0.609375,1.625,3.703125,0.0,0.03125,iba1-AD16OCL1.1-normalized_total_label.tiff,iba1-AD16OCL1.1-normalized.tif,mask-AD16OCL1.1.tif,mask-AD16OCL1.1.tiff,0,0,1,3,22,1951,1951,51,b'eLviV2ioGy0gB7qABLYHQMlrtCFMp4YwNLCpFMKghG4HAHUJAgg=',acd4d3cbf2501399fc0069e78cb7aa05,fad6a23c95fa4df1b2bf652bfe4f4673,OC,nan,0,1,1,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.029126226902008057,0.002653265632688999,0.07281557,0.014740365,-12.654052607694505,-13.59279912283781,1.262478621813842,0.318722532274827,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.1-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.1-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL1.1.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL1.1.tiff,1646,1646
-1,-1,43.0,43.0,43.0,43.0,0.0,0.0,0.25,0.0,0.109375,0.671875,1.84375,0.578125,2.890625,0.515625,0.296875,0.03125,0.015625,0.046875,0.96875,13.6875,0.546875,1.5625,3.671875,0.015625,0.03125,iba1-AD16OCL1.2-normalized_total_label.tiff,iba1-AD16OCL1.2-normalized.tif,mask-AD16OCL1.2.tif,mask-AD16OCL1.2.tiff,0,0,2,3,22,1951,1951,52,b'eLviV2ioGy0gB7qABLYHQMlrtD1Ap4YwNLCpFMKghG4HAHcQAgo=',a0fd0efacfdacd39afe60328cacc6448,c12b0748f41f43b8450fe803ce92d091,OC,nan,0,2,1,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.033720174431800844,0.0027065688371658322,0.084300436,0.015036494,-12.357313655691918,-13.647008944378145,0.9805420590021481,0.3743662373154401,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.2-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.2-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL1.2.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL1.2.tiff,1646,1646
-1,-1,67.0,67.0,72.0,67.0,0.0,0.0,0.203125,0.0,0.203125,0.734375,2.375,0.546875,2.953125,0.625,0.421875,0.0,0.015625,0.09375,1.4375,13.28125,1.171875,1.8125,5.34375,0.015625,0.109375,iba1-AD16OCL1.3-normalized_total_label.tiff,iba1-AD16OCL1.3-normalized.tif,mask-AD16OCL1.3.tif,mask-AD16OCL1.3.tiff,0,0,3,3,22,1924,1924,53,b'eLviV2ioGy0gB7qABLYHQMkLmFlHy0d6NIShgU2lEAYldDsAeRcCDA==',caf366f8fd4457f763bf14c3528e8048,2570b90be35b306edb8f3755a6d23a5f,OC,nan,0,3,1,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.030549061298370362,0.0028490591794252396,0.07637265,0.015828107,-12.576964205675463,-13.611355430675035,1.1097147776304177,0.33629152763845577,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.3-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL1.3-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL1.3.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL1.3.tiff,1644,1644
-1,-1,32.0,32.0,33.0,32.0,0.0,0.0,0.234375,0.0,0.109375,0.4375,2.03125,0.609375,2.640625,0.515625,0.40625,0.015625,0.03125,0.0625,0.78125,15.453125,0.5625,1.421875,3.5,0.0,0.09375,iba1-AD16OCL2.1-normalized_total_label.tiff,iba1-AD16OCL2.1-normalized.tif,mask-AD16OCL2.1.tif,mask-AD16OCL2.1.tiff,0,0,1,3,23,1951,1951,54,b'eLviV2ioGy0gB7qABLYHQMnLaLQhTJ+GMDSwqRTCoIRuBwB3FAIK',348737f2d2cd41c0c4e473dc4c974217,fad6a23c95fa4df1b2bf652bfe4f4673,OC,nan,0,1,2,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.05031600594520569,0.002585106678307056,0.12579001,0.014361704,-12.343501630365028,-13.524563736619491,1.1135755076331773,0.26144864193499934,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.1-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.1-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL2.1.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL2.1.tiff,1646,1646
-1,-1,44.0,44.0,46.0,44.0,0.0,0.0,0.3125,0.0,0.171875,0.625,2.15625,0.609375,2.640625,0.703125,0.328125,0.015625,0.0,0.0,0.859375,14.3125,0.671875,1.546875,4.171875,0.015625,0.0625,iba1-AD16OCL2.2-normalized_total_label.tiff,iba1-AD16OCL2.2-normalized.tif,mask-AD16OCL2.2.tif,mask-AD16OCL2.2.tiff,0,0,2,3,23,1951,1951,55,b'eLviV2ioGy0gB7qABLYHQMnLaLR8pE9DGBrYVAphUEK3AwB5GwIM',ae0c0144f784c95bd0dfd89ff59b6852,960a8ce9062dbcd144928eff6272759a,OC,nan,0,2,2,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.03776192963123322,0.0022547463700175285,0.094404824,0.012526369,-12.563243942271555,-13.639294689211725,1.3200380515478405,0.3805219622734488,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.2-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.2-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL2.2.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL2.2.tiff,1646,1646
-1,-1,32.0,32.0,33.0,32.0,0.0,0.0,0.234375,0.0,0.234375,0.765625,1.796875,0.734375,2.640625,0.765625,0.375,0.03125,0.046875,0.078125,0.515625,12.578125,0.65625,2.046875,3.09375,0.0625,0.078125,iba1-AD16OCL2.3-normalized_total_label.tiff,iba1-AD16OCL2.3-normalized.tif,mask-AD16OCL2.3.tif,mask-AD16OCL2.3.tiff,0,0,3,3,23,1940,1940,56,b'eLviV2ioGy0gB7qABLYHQMnLSM94tHykR0MYGthUCmFQQrcDAHsiAg4=',fcf37c2df3fdc84a0d6a77d62af4d514,7cd471070c75b24fb3b3d85672aa4ff4,OC,nan,0,3,2,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.03895490169525147,0.0023020112514495848,0.097387254,0.012788951,-12.455692993408409,-13.615479831454653,1.1905835117318015,0.36799447091271464,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.3-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL2.3-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL2.3.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL2.3.tiff,1643,1643
-1,-1,78.0,78.0,78.0,78.0,0.0,0.0,0.171875,0.0,0.0625,0.671875,2.234375,0.8125,3.015625,0.609375,0.453125,0.015625,0.046875,0.03125,1.90625,15.4375,0.5,1.40625,6.1875,0.015625,0.03125,iba1-AD16OCL3.1-normalized_total_label.tiff,iba1-AD16OCL3.1-normalized.tif,mask-AD16OCL3.1.tif,mask-AD16OCL3.1.tiff,0,0,1,3,24,1952,1952,57,b'eLviV2ioGy0gB7qABLYHoMlrtHykR0MYGthUCmFQQrcDAHkfAgw=',90c0bcc3303398ab1e611a13b7e90fe5,3af14e90c5bf8cd52d06cf526f811fee,OC,nan,0,1,3,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.023792129755020142,0.0029454128444194793,0.059480324,0.016363405,-12.706815358795103,-13.58240531620723,1.4793654864648862,0.30986429220484907,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL3.1-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL3.1-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL3.1.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL3.1.tiff,1646,1646
-1,-1,77.0,77.0,82.0,77.0,0.0,0.0,0.4375,0.0,0.21875,0.828125,2.46875,0.890625,3.609375,0.78125,0.21875,0.03125,0.046875,0.078125,1.59375,11.546875,0.78125,1.578125,6.59375,0.015625,0.03125,iba1-AD16OCL3.2-normalized_total_label.tiff,iba1-AD16OCL3.2-normalized.tif,mask-AD16OCL3.2.tif,mask-AD16OCL3.2.tiff,0,0,2,3,24,1951,1951,58,b'eLviV2ioGy0gB7qABLYHIMlrtHykS0MYGthUCmFQQrcDAHsmAg4=',b99cc25c36babfcb9be824f5d3d21d2a,09a5182a980cf0ac3b686a3a6c5150f3,OC,nan,0,2,3,AD,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\ROI Masks,D:\GeoMx Images\GeoMx DIArun1\IBA1 only\Original Images\Normalized Microglia,Done,65535,255,0,0,0.024081240594387057,0.002745250482112169,0.0602031,0.015251392,-12.770763443314525,-13.579250461187673,1.4517684354083609,0.3447245231024278,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL3.2-normalized_total_label.tiff,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/iba1-AD16OCL3.2-normalized.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/ROI%20Masks/mask-AD16OCL3.2.tif,file:///D:/GeoMx%20Images/GeoMx%20DIArun1/IBA1%20only/Original%20Images/Normalized%20Microglia/mask-AD16OCL3.2.tiff,1646,1646
